,state_name,date,industry_name,avg_hourly_earnings,unemployment_rate,cpi_national,real_wage_index,wage_growth_yoy
13298,Montana,2025-07-01,"Trade, Transportation, and Utilities",978.67,2.7,323.048,302.94878779624077,0.044103997524884475
13307,Montana,2025-08-01,"Trade, Transportation, and Utilities",979.35,2.8,323.976,302.2909104378102,0.008703265011844818
13316,Montana,2025-09-01,"Trade, Transportation, and Utilities",983.37,3.0,324.8,302.76169950738915,0.00885364302275482
13325,Montana,2025-10-01,"Trade, Transportation, and Utilities",977.42,3.0,324.1898,301.4962222747292,-0.0016342873485730713
13334,Montana,2025-11-01,"Trade, Transportation, and Utilities",973.56,3.4,324.122,300.3683798076033,0.007012970893067738
13343,Montana,2025-12-01,"Trade, Transportation, and Utilities",958.04,3.7,324.054,295.6420843439674,-0.007356445696997338
13452,Nebraska,2023-01-01,Financial Activities,1480.65,2.3,299.17,494.91927666544103,0.11119866714697402
13461,Nebraska,2023-02-01,Financial Activities,1414.42,2.4,300.84,470.1568940300493,0.0896834384943106
13470,Nebraska,2023-03-01,Financial Activities,1374.25,2.2,301.836,455.29691620615165,0.07189935026948602
13479,Nebraska,2023-04-01,Financial Activities,1447.29,2.0,303.363,477.0819117690687,0.11834977938846936
13488,Nebraska,2023-05-01,Financial Activities,1388.63,2.2,304.127,456.5954354595284,0.05038501686812613
13497,Nebraska,2023-06-01,Financial Activities,1384.34,2.6,305.109,453.7198181633449,0.0841412796616805
13506,Nebraska,2023-07-01,Financial Activities,1484.16,2.4,305.691,485.5098776215199,0.13801987486198009
13515,Nebraska,2023-08-01,Financial Activities,1438.37,2.3,307.026,468.4847537342113,0.08844561820369412
13524,Nebraska,2023-09-01,Financial Activities,1439.27,2.3,307.789,467.61580173430497,0.07028019869716529
13533,Nebraska,2023-10-01,Financial Activities,1510.88,2.5,307.671,491.070006597957,0.04225216089622874
13542,Nebraska,2023-11-01,Financial Activities,1439.01,2.2,307.051,468.6550442760323,0.05412710970464141
13551,Nebraska,2023-12-01,Financial Activities,1473.24,2.3,306.746,480.28010145201574,0.07209442790921061
13560,Nebraska,2024-01-01,Financial Activities,1467.58,2.8,308.417,475.8427713128654,-0.008827204268395783
13569,Nebraska,2024-02-01,Financial Activities,1511.08,2.9,310.326,486.9330961633894,0.06833896579516674
13578,Nebraska,2024-03-01,Financial Activities,1501.88,2.7,312.332,480.8601103953486,0.09287247589594338
13587,Nebraska,2024-04-01,Financial Activities,1534.13,2.4,313.548,489.2807480832281,0.060001796460972034
13596,Nebraska,2024-05-01,Financial Activities,1539.94,2.6,314.069,490.31900633300324,0.10896351079841282
13605,Nebraska,2024-06-01,Financial Activities,1622.69,3.1,314.175,516.4924007320761,0.17217591054220804
13614,Nebraska,2024-07-01,Financial Activities,1513.88,3.1,314.54,481.2996757169199,0.020024795170332066
13623,Nebraska,2024-08-01,Financial Activities,1512.41,2.8,314.796,480.4413016683821,0.05147493343159293
13632,Nebraska,2024-09-01,Financial Activities,1625.35,2.6,315.301,515.4915461733391,0.12928776393588404
13641,Nebraska,2024-10-01,Financial Activities,1554.6,2.7,315.664,492.48568097724166,0.028936778566133414
13650,Nebraska,2024-11-01,Financial Activities,1571.07,2.7,315.493,497.9730136643285,0.09177142618883805
13659,Nebraska,2024-12-01,Financial Activities,1659.64,2.6,315.605,525.8598564661523,0.1265238521897316
13668,Nebraska,2025-01-01,Financial Activities,1606.05,3.2,317.671,505.5702283179768,0.09435260769429954
13677,Nebraska,2025-02-01,Financial Activities,1706.25,3.4,319.082,534.7371522053893,0.12915927680864026
13686,Nebraska,2025-03-01,Financial Activities,1682.96,2.9,319.799,526.2555542700259,0.12056888699496615
13695,Nebraska,2025-04-01,Financial Activities,1590.38,2.9,320.795,495.76209105503517,0.03666573236948634
13704,Nebraska,2025-05-01,Financial Activities,1582.49,2.9,321.465,492.2744311200287,0.02763094666025956
13713,Nebraska,2025-06-01,Financial Activities,1682.86,3.3,322.561,521.7183726488943,0.03708040352747588
13722,Nebraska,2025-07-01,Financial Activities,1571.68,3.2,323.048,486.51593571233997,0.03818004069014713
13731,Nebraska,2025-08-01,Financial Activities,1550.21,2.8,323.976,478.49532064103516,0.02499322273722071
13740,Nebraska,2025-09-01,Financial Activities,1540.68,2.8,324.8,474.3472906403941,-0.05209339526871126
13749,Nebraska,2025-10-01,Financial Activities,1576.24,2.8,324.73220000000003,485.3968901143773,0.013919979415927042
13758,Nebraska,2025-11-01,Financial Activities,1682.07,2.9,324.122,518.961995791708,0.07065248524890677
13767,Nebraska,2025-12-01,Financial Activities,1586.84,3.0,324.054,489.6838181290772,-0.04386493456412244
13453,Nebraska,2023-01-01,Goods Producing,1136.45,2.3,299.17,379.8676337868102,0.04531908239665916
13462,Nebraska,2023-02-01,Goods Producing,1113.4,2.4,300.84,370.09706156096274,0.016144782834874194
13471,Nebraska,2023-03-01,Goods Producing,1132.87,2.2,301.836,375.3263361560582,0.0415088441878424
13480,Nebraska,2023-04-01,Goods Producing,1167.32,2.0,303.363,384.7931356164067,0.04740284793941618
13489,Nebraska,2023-05-01,Goods Producing,1180.7,2.2,304.127,388.2259713869535,0.04233061134407423
13498,Nebraska,2023-06-01,Goods Producing,1183.95,2.6,305.109,388.0416506887703,0.06484687682691015
13507,Nebraska,2023-07-01,Goods Producing,1186.45,2.4,305.691,388.12068395863804,0.04080039300314042
13516,Nebraska,2023-08-01,Goods Producing,1202.72,2.3,307.026,391.73229628761084,0.05523044122937093
13525,Nebraska,2023-09-01,Goods Producing,1217.85,2.3,307.789,395.67690853149395,0.0707409068129663
13534,Nebraska,2023-10-01,Goods Producing,1239.08,2.5,307.671,402.7288889755615,0.06625132304726833
13543,Nebraska,2023-11-01,Goods Producing,1219.3,2.2,307.051,397.10015600014333,0.06428664950028362
13552,Nebraska,2023-12-01,Goods Producing,1221.37,2.3,306.746,398.1698212853631,0.1084620550705171
13561,Nebraska,2024-01-01,Goods Producing,1144.54,2.8,308.417,371.10146327861304,0.007118658981917214
13570,Nebraska,2024-02-01,Goods Producing,1189.02,2.9,310.326,383.15191121594705,0.06791808873720129
13579,Nebraska,2024-03-01,Goods Producing,1198.02,2.7,312.332,383.57260863440183,0.05750880507030831
13588,Nebraska,2024-04-01,Goods Producing,1209.67,2.4,313.548,385.80057917766976,0.03627968337730891
13597,Nebraska,2024-05-01,Goods Producing,1214.74,2.6,314.069,386.77488067908644,0.028830354874227027
13606,Nebraska,2024-06-01,Goods Producing,1232.84,3.1,314.175,392.4055064852391,0.04129397356307263
13615,Nebraska,2024-07-01,Goods Producing,1230.8,3.1,314.54,391.3015832644496,0.037380420582409535
13624,Nebraska,2024-08-01,Goods Producing,1250.53,2.8,314.796,397.25091805486727,0.03975156312358652
13633,Nebraska,2024-09-01,Goods Producing,1242.54,2.6,315.301,394.0805769724803,0.02027343268875481
13642,Nebraska,2024-10-01,Goods Producing,1272.74,2.7,315.664,403.194535962289,0.027165316202343748
13651,Nebraska,2024-11-01,Goods Producing,1219.05,2.7,315.493,386.39526075063475,-0.0002050356762076655
13660,Nebraska,2024-12-01,Goods Producing,1245.62,2.6,315.605,394.6768904168184,0.019854753268870207
13669,Nebraska,2025-01-01,Goods Producing,1219.42,3.2,317.671,383.8625496189454,0.06542366365526764
13678,Nebraska,2025-02-01,Goods Producing,1193.88,3.4,319.082,374.1608740073085,0.004087399707322081
13687,Nebraska,2025-03-01,Goods Producing,1231.57,2.9,319.799,385.10752066141544,0.0280045408256957
13696,Nebraska,2025-04-01,Goods Producing,1302.74,2.9,320.795,406.0973518913948,0.07693833855514298
13705,Nebraska,2025-05-01,Goods Producing,1298.35,2.9,321.465,403.8853374395346,0.0688295437706834
13714,Nebraska,2025-06-01,Goods Producing,1291.91,3.3,322.561,400.5164914543296,0.04791376009863413
13723,Nebraska,2025-07-01,Goods Producing,1307.45,3.2,323.048,404.7231371189421,0.062276568085797956
13732,Nebraska,2025-08-01,Goods Producing,1332.23,2.8,323.976,411.21255895498433,0.06533229910517946
13741,Nebraska,2025-09-01,Goods Producing,1336.65,2.8,324.8,411.53017241379314,0.07574001641798267
13750,Nebraska,2025-10-01,Goods Producing,1345.49,2.8,324.6644,414.424864567843,0.057160142684287374
13759,Nebraska,2025-11-01,Goods Producing,1380.14,2.9,324.122,425.8088003899767,0.13214388253147957
13768,Nebraska,2025-12-01,Goods Producing,1387.2,3.0,324.054,428.0768020144791,0.11366227260320172
13454,Nebraska,2023-01-01,Leisure and Hospitality,425.78,2.3,299.17,142.3204198281913,0.12744604792797554
13463,Nebraska,2023-02-01,Leisure and Hospitality,423.75,2.4,300.84,140.85560430793777,0.10440720373217971
13472,Nebraska,2023-03-01,Leisure and Hospitality,428.85,2.2,301.836,142.08046753866338,0.09767334715503351
13481,Nebraska,2023-04-01,Leisure and Hospitality,429.28,2.0,303.363,141.50703942141922,0.10559390130833424
13490,Nebraska,2023-05-01,Leisure and Hospitality,430.98,2.2,304.127,141.71053540132905,0.06998684177859427
13499,Nebraska,2023-06-01,Leisure and Hospitality,443.45,2.6,305.109,145.34150090623353,0.09528984612344704
13508,Nebraska,2023-07-01,Leisure and Hospitality,450.06,2.4,305.691,147.227101877386,0.12720715305432417
13517,Nebraska,2023-08-01,Leisure and Hospitality,446.89,2.3,307.026,145.554448157485,0.07871487882591488
13526,Nebraska,2023-09-01,Leisure and Hospitality,440.04,2.3,307.789,142.96807228328498,0.06279586513380342
13535,Nebraska,2023-10-01,Leisure and Hospitality,442.28,2.5,307.671,143.75095475361667,0.06281539866391106
13544,Nebraska,2023-11-01,Leisure and Hospitality,438.69,2.2,307.051,142.87203103067569,0.0519891609313925
13553,Nebraska,2023-12-01,Leisure and Hospitality,440.45,2.3,306.746,143.58785444634975,0.07592153797298273
13562,Nebraska,2024-01-01,Leisure and Hospitality,421.04,2.8,308.417,136.5164695850099,-0.011132509746817454
13571,Nebraska,2024-02-01,Leisure and Hospitality,435.81,2.9,310.326,140.43618646197868,0.028460176991150554
13580,Nebraska,2024-03-01,Leisure and Hospitality,429.24,2.7,312.332,137.43068273503835,0.0009094088842251935
13589,Nebraska,2024-04-01,Leisure and Hospitality,434.26,2.4,313.548,138.49873065686913,0.011600819977636956
13598,Nebraska,2024-05-01,Leisure and Hospitality,433.78,2.6,314.069,138.1161464518943,0.006496821198199276
13607,Nebraska,2024-06-01,Leisure and Hospitality,456.07,3.1,314.175,145.1643192488263,0.028458676288194873
13616,Nebraska,2024-07-01,Leisure and Hospitality,442.58,3.1,314.54,140.70706428435173,-0.016620006221392702
13625,Nebraska,2024-08-01,Leisure and Hospitality,447.79,2.8,314.796,142.24767786121805,0.002013918413927396
13634,Nebraska,2024-09-01,Leisure and Hospitality,452.18,2.6,315.301,143.41216805528688,0.027588401054449596
13643,Nebraska,2024-10-01,Leisure and Hospitality,447.56,2.7,315.664,141.78366871103452,0.011938138735642756
13652,Nebraska,2024-11-01,Leisure and Hospitality,450.48,2.7,315.493,142.78605230543943,0.026875470149764213
13661,Nebraska,2024-12-01,Leisure and Hospitality,471.87,2.6,315.605,149.51284041761062,0.0713361334998297
13670,Nebraska,2025-01-01,Leisure and Hospitality,466.31,3.2,317.671,146.7902326620938,0.10751947558426744
13679,Nebraska,2025-02-01,Leisure and Hospitality,478.56,3.4,319.082,149.9802558589955,0.0980932057548014
13688,Nebraska,2025-03-01,Leisure and Hospitality,488.6,2.9,319.799,152.7834671152818,0.13829093281148075
13697,Nebraska,2025-04-01,Leisure and Hospitality,478.44,2.9,320.795,149.14197540485355,0.10173628701699444
13706,Nebraska,2025-05-01,Leisure and Hospitality,475.61,2.9,321.465,147.95078779960497,0.09643137074092878
13715,Nebraska,2025-06-01,Leisure and Hospitality,498.08,3.3,322.561,154.41420382501295,0.09211305282083893
13724,Nebraska,2025-07-01,Leisure and Hospitality,490.41,3.2,323.048,151.80716178400732,0.10807085724614773
13733,Nebraska,2025-08-01,Leisure and Hospitality,488.13,2.8,323.976,150.6685680420772,0.09008687107796054
13742,Nebraska,2025-09-01,Leisure and Hospitality,491.74,2.8,324.8,151.39778325123152,0.08748728382502535
13751,Nebraska,2025-10-01,Leisure and Hospitality,481.61,2.8,324.5966,148.37185602067305,0.07607918491375454
13760,Nebraska,2025-11-01,Leisure and Hospitality,475.88,2.9,324.122,146.8212586618619,0.056384301189841946
13769,Nebraska,2025-12-01,Leisure and Hospitality,480.71,3.0,324.054,148.34256019058552,0.01873397334011484
13455,Nebraska,2023-01-01,Manufacturing,1070.14,2.3,299.17,357.7029782397968,0.005695060521765383
13464,Nebraska,2023-02-01,Manufacturing,1068.56,2.4,300.84,355.1921287062891,0.009332376166546918
13473,Nebraska,2023-03-01,Manufacturing,1090.28,2.2,301.836,361.21602459613825,0.037828164562986766
13482,Nebraska,2023-04-01,Manufacturing,1091.5,2.0,303.363,359.7999756067813,0.030173756288165432
13491,Nebraska,2023-05-01,Manufacturing,1102.43,2.2,304.127,362.49001239613716,0.01711444071299395
13500,Nebraska,2023-06-01,Manufacturing,1096.99,2.6,305.109,359.54036098574613,0.037568454604784085
13509,Nebraska,2023-07-01,Manufacturing,1115.1,2.4,305.691,364.78012110268213,0.04315369000065483
13518,Nebraska,2023-08-01,Manufacturing,1124.59,2.3,307.026,366.2849400376515,0.04679238960458698
13527,Nebraska,2023-09-01,Manufacturing,1146.38,2.3,307.789,372.4564555588407,0.07146328697472715
13536,Nebraska,2023-10-01,Manufacturing,1164.28,2.5,307.671,378.4172053914733,0.06512729967340292
13545,Nebraska,2023-11-01,Manufacturing,1137.58,2.2,307.051,370.4856847885205,0.05189281156954473
13554,Nebraska,2023-12-01,Manufacturing,1142.62,2.3,306.746,372.4971148768036,0.09579661081967505
13563,Nebraska,2024-01-01,Manufacturing,1104.49,2.8,308.417,358.11579776730855,0.032098603920982294
13572,Nebraska,2024-02-01,Manufacturing,1140.05,2.9,310.326,367.37173166283196,0.06690312195852366
13581,Nebraska,2024-03-01,Manufacturing,1145.94,2.7,312.332,366.8980443886634,0.05105110613787289
13590,Nebraska,2024-04-01,Manufacturing,1153.46,2.4,313.548,367.87349943230384,0.056765918460833786
13599,Nebraska,2024-05-01,Manufacturing,1154.69,2.6,314.069,367.6548783865966,0.04740437034550937
13608,Nebraska,2024-06-01,Manufacturing,1162.05,3.1,314.175,369.87347815707807,0.05930774209427603
13617,Nebraska,2024-07-01,Manufacturing,1171.45,3.1,314.54,372.43275894957713,0.05053358443188971
13626,Nebraska,2024-08-01,Manufacturing,1182.66,2.8,314.796,375.6909236457897,0.05163659644848351
13635,Nebraska,2024-09-01,Manufacturing,1170.98,2.6,315.301,371.3848037272321,0.021458853085364327
13644,Nebraska,2024-10-01,Manufacturing,1199.73,2.7,315.664,380.06551269704494,0.030448002198783852
13653,Nebraska,2024-11-01,Manufacturing,1163.18,2.7,315.493,368.6864684794909,0.02250391181279565
13662,Nebraska,2024-12-01,Manufacturing,1184.95,2.6,315.605,375.4534940827933,0.03704643713570577
13671,Nebraska,2025-01-01,Manufacturing,1176.14,3.2,317.671,370.23839129161934,0.06487156968374541
13680,Nebraska,2025-02-01,Manufacturing,1153.68,3.4,319.082,361.5622316520518,0.011955615981755319
13689,Nebraska,2025-03-01,Manufacturing,1161.67,2.9,319.799,363.2500414322747,0.013726722166954586
13698,Nebraska,2025-04-01,Manufacturing,1201.59,2.9,320.795,374.56631181907443,0.041726631179234586
13707,Nebraska,2025-05-01,Manufacturing,1202.88,2.9,321.465,374.1869254817788,0.04173414509522044
13716,Nebraska,2025-06-01,Manufacturing,1196.85,3.3,322.561,371.04609670728945,0.029947076287595076
13725,Nebraska,2025-07-01,Manufacturing,1239.13,3.2,323.048,383.5745771526213,0.05777455290452016
13734,Nebraska,2025-08-01,Manufacturing,1232.75,2.8,323.976,380.5065807343754,0.042353677303705206
13743,Nebraska,2025-09-01,Manufacturing,1239.77,2.8,324.8,381.7025862068965,0.058745666023330756
13752,Nebraska,2025-10-01,Manufacturing,1244.15,2.8,324.5288,383.37121389534616,0.03702499729105724
13761,Nebraska,2025-11-01,Manufacturing,1264.69,2.9,324.122,390.18949654759626,0.08726938221083569
13770,Nebraska,2025-12-01,Manufacturing,1299.96,3.0,324.054,401.1553629950564,0.09705894763492129
13456,Nebraska,2023-01-01,Private Education and Health Services,1064.64,2.3,299.17,355.8645586121603,0.06348080592154548
13465,Nebraska,2023-02-01,Private Education and Health Services,1029.37,2.4,300.84,342.1652705757213,0.028321112465285347
13474,Nebraska,2023-03-01,Private Education and Health Services,1029.62,2.2,301.836,341.11901827482467,0.045904736751216424
13483,Nebraska,2023-04-01,Private Education and Health Services,1060.02,2.0,303.363,349.42296852285875,0.06891335914811236
13492,Nebraska,2023-05-01,Private Education and Health Services,1036.91,2.2,304.127,340.94638095269414,0.04899441566850116
13501,Nebraska,2023-06-01,Private Education and Health Services,1050.07,2.6,305.109,344.16225021221925,0.05587732528908984
13510,Nebraska,2023-07-01,Private Education and Health Services,1089.62,2.4,305.691,356.44490678495606,0.09758849245522483
13519,Nebraska,2023-08-01,Private Education and Health Services,1057.22,2.3,307.026,344.34217297557865,0.04539656485152932
13528,Nebraska,2023-09-01,Private Education and Health Services,1043.28,2.3,307.789,338.95948198278694,0.05108959569602134
13537,Nebraska,2023-10-01,Private Education and Health Services,1060.13,2.5,307.671,344.5661112032009,0.05467731826457234
13546,Nebraska,2023-11-01,Private Education and Health Services,1060.35,2.2,307.051,345.33351137107513,0.06490780540714236
13555,Nebraska,2023-12-01,Private Education and Health Services,1039.34,2.3,306.746,338.82756417361594,0.03399424972890164
13564,Nebraska,2024-01-01,Private Education and Health Services,1059.82,2.8,308.417,343.6321603543255,-0.004527351968740767
13573,Nebraska,2024-02-01,Private Education and Health Services,1055.61,2.9,310.326,340.1616364726126,0.02549131993355158
13582,Nebraska,2024-03-01,Private Education and Health Services,1046.86,2.7,312.332,335.1753902898198,0.01674404149103559
13591,Nebraska,2024-04-01,Private Education and Health Services,1057.2,2.4,313.548,337.17325576945154,-0.0026603271636383985
13600,Nebraska,2024-05-01,Private Education and Health Services,1032.47,2.6,314.069,328.7398628963699,-0.004281953110684689
13609,Nebraska,2024-06-01,Private Education and Health Services,1052.35,3.1,314.175,334.9566324500676,0.0021712838191738637
13618,Nebraska,2024-07-01,Private Education and Health Services,1054.81,3.1,314.54,335.3500349717047,-0.03194691727391197
13627,Nebraska,2024-08-01,Private Education and Health Services,1050.24,2.8,314.796,333.62558609385127,-0.006602220919014079
13636,Nebraska,2024-09-01,Private Education and Health Services,1075.03,2.6,315.301,340.953565006137,0.03043286557779301
13645,Nebraska,2024-10-01,Private Education and Health Services,1060.91,2.7,315.664,336.08837244665216,0.0007357588220311406
13654,Nebraska,2024-11-01,Private Education and Health Services,1073.65,2.7,315.493,340.30865978009024,0.012543028245390886
13663,Nebraska,2024-12-01,Private Education and Health Services,1075.91,2.6,315.605,340.9039780738582,0.03518579098273911
13672,Nebraska,2025-01-01,Private Education and Health Services,1060.05,3.2,317.671,333.6942937819316,0.000217017984186052
13681,Nebraska,2025-02-01,Private Education and Health Services,1081.6,3.4,319.082,338.97242715038766,0.024620835346387482
13690,Nebraska,2025-03-01,Private Education and Health Services,1054.81,2.9,319.799,329.83530279957097,0.00759413866228531
13699,Nebraska,2025-04-01,Private Education and Health Services,1042.48,2.9,320.795,324.9676584734799,-0.013923571698827075
13708,Nebraska,2025-05-01,Private Education and Health Services,1020.6,2.9,321.465,317.48401847790586,-0.011496702083353516
13717,Nebraska,2025-06-01,Private Education and Health Services,1042.32,3.3,322.561,323.1388791577407,-0.009531049555756121
13726,Nebraska,2025-07-01,Private Education and Health Services,1042.3,3.2,323.048,322.6455511255293,-0.011859955821427515
13735,Nebraska,2025-08-01,Private Education and Health Services,1037.28,2.8,323.976,320.1718645825617,-0.012340036563071366
13744,Nebraska,2025-09-01,Private Education and Health Services,1050.84,2.8,324.8,323.53448275862064,-0.022501697627043016
13753,Nebraska,2025-10-01,Private Education and Health Services,1052.44,2.8,324.461,324.36564024643945,-0.007983712096219286
13762,Nebraska,2025-11-01,Private Education and Health Services,1092.39,2.9,324.122,337.030500860787,0.01745447771620179
13771,Nebraska,2025-12-01,Private Education and Health Services,1077.3,3.0,324.054,332.4445925679054,0.001291929622366128
13457,Nebraska,2023-01-01,Private Service Providing,990.81,2.3,299.17,331.18628204699667,0.020023472245099594
13466,Nebraska,2023-02-01,Private Service Providing,957.29,2.4,300.84,318.2056907326154,0.0038695469798657456
13475,Nebraska,2023-03-01,Private Service Providing,953.82,2.2,301.836,316.0060430167376,0.01401173668991329
13484,Nebraska,2023-04-01,Private Service Providing,987.84,2.0,303.363,325.6296911620732,0.043709784779232264
13493,Nebraska,2023-05-01,Private Service Providing,971.61,2.2,304.127,319.4750877100685,0.009758683045457461
13502,Nebraska,2023-06-01,Private Service Providing,979.52,2.6,305.109,321.0393662592713,0.03111709966735443
13511,Nebraska,2023-07-01,Private Service Providing,1006.2,2.4,305.691,329.1559123428561,0.05775497760864545
13520,Nebraska,2023-08-01,Private Service Providing,985.47,2.3,307.026,320.97281663442186,0.031085209676069425
13529,Nebraska,2023-09-01,Private Service Providing,984.35,2.3,307.789,319.8132486866002,0.031802601649878026
13538,Nebraska,2023-10-01,Private Service Providing,1006.99,2.5,307.671,327.2944151382483,0.03170976599319708
13547,Nebraska,2023-11-01,Private Service Providing,986.67,2.2,307.051,321.3374976795386,0.038512546311889384
13556,Nebraska,2023-12-01,Private Service Providing,968.94,2.3,306.746,315.87697965091644,0.02038796099328133
13565,Nebraska,2024-01-01,Private Service Providing,973.39,2.8,308.417,315.60841328461146,-0.01758157467122856
13574,Nebraska,2024-02-01,Private Service Providing,985.24,2.9,310.326,317.48548300819135,0.029197004042662122
13583,Nebraska,2024-03-01,Private Service Providing,983.26,2.7,312.332,314.8124431694479,0.030865362437357158
13592,Nebraska,2024-04-01,Private Service Providing,1000.43,2.4,313.548,319.0675749805452,0.01274497894395843
13601,Nebraska,2024-05-01,Private Service Providing,989.36,2.6,314.069,315.0135798184475,0.01826864688506702
13610,Nebraska,2024-06-01,Private Service Providing,1014.19,3.1,314.175,322.81053552956155,0.0353948872917349
13619,Nebraska,2024-07-01,Private Service Providing,992.41,3.1,314.54,315.5115406625548,-0.013705028821307974
13628,Nebraska,2024-08-01,Private Service Providing,999.04,2.8,314.796,317.3610846389407,0.013770079251524514
13637,Nebraska,2024-09-01,Private Service Providing,1027.23,2.6,315.301,325.79344816540384,0.04356174125057133
13646,Nebraska,2024-10-01,Private Service Providing,1008.9,2.7,315.664,319.6119924983527,0.0018967417749926607
13655,Nebraska,2024-11-01,Private Service Providing,1013.14,2.7,315.493,321.12915342020267,0.02682761206887818
13664,Nebraska,2024-12-01,Private Service Providing,1045.23,2.6,315.605,331.1829660493338,0.07873552541953055
13673,Nebraska,2025-01-01,Private Service Providing,1031.97,3.2,317.671,324.8549600057922,0.06018142779358748
13682,Nebraska,2025-02-01,Private Service Providing,1064.61,3.4,319.082,333.6477770604421,0.08055905160164012
13691,Nebraska,2025-03-01,Private Service Providing,1054.87,2.9,319.799,329.85406458431703,0.07282916014075624
13700,Nebraska,2025-04-01,Private Service Providing,1043.28,2.9,320.795,325.21703891893577,0.04283158241955953
13709,Nebraska,2025-05-01,Private Service Providing,1032.92,2.9,321.465,321.3164730219464,0.044028462844667215
13718,Nebraska,2025-06-01,Private Service Providing,1060.13,3.3,322.561,328.6603154132087,0.045297232274031485
13727,Nebraska,2025-07-01,Private Service Providing,1038.12,3.2,323.048,321.3516257645922,0.04605959230559953
13736,Nebraska,2025-08-01,Private Service Providing,1038.03,2.8,323.976,320.4033632120898,0.03902746636771304
13745,Nebraska,2025-09-01,Private Service Providing,1048.07,2.8,324.8,322.68165024630537,0.020287569482978496
13754,Nebraska,2025-10-01,Private Service Providing,1048.75,2.8,324.39320000000004,323.29592605517,0.03949846367330756
13763,Nebraska,2025-11-01,Private Service Providing,1076.0,2.9,324.122,331.9737629657968,0.062044732218647036
13772,Nebraska,2025-12-01,Private Service Providing,1045.78,3.0,324.054,322.71781863516577,0.0005261999751251523
13458,Nebraska,2023-01-01,Professional and Business Services,1229.01,2.3,299.17,410.80656482936126,0.0024878462592579087
13467,Nebraska,2023-02-01,Professional and Business Services,1200.42,2.4,300.84,399.0227363382529,0.0028571428571428914
13476,Nebraska,2023-03-01,Professional and Business Services,1194.55,2.2,301.836,395.7612743344067,0.007761420677437014
13485,Nebraska,2023-04-01,Professional and Business Services,1232.92,2.0,303.363,406.41739434275115,0.027065301600259994
13494,Nebraska,2023-05-01,Professional and Business Services,1224.64,2.2,304.127,402.6738829502149,0.02063539687302063
13503,Nebraska,2023-06-01,Professional and Business Services,1206.79,2.6,305.109,395.5275000081938,-0.0013984509466438144
13512,Nebraska,2023-07-01,Professional and Business Services,1223.79,2.4,305.691,400.33563304120827,0.007425273920165898
13521,Nebraska,2023-08-01,Professional and Business Services,1204.52,2.3,307.026,392.3185658543576,-0.006622407323409352
13530,Nebraska,2023-09-01,Professional and Business Services,1207.06,2.3,307.789,392.171260181488,-0.015914167848815386
13539,Nebraska,2023-10-01,Professional and Business Services,1236.91,2.5,307.671,402.0235901336168,-0.021764747751951474
13548,Nebraska,2023-11-01,Professional and Business Services,1203.21,2.2,307.051,391.85998417201057,-0.02586709414164967
13557,Nebraska,2023-12-01,Professional and Business Services,1194.91,2.3,306.746,389.5437919320872,-0.01964146531566624
13566,Nebraska,2024-01-01,Professional and Business Services,1166.02,2.8,308.417,378.0660599123914,-0.05125263423405835
13575,Nebraska,2024-02-01,Professional and Business Services,1196.11,2.9,310.326,385.43660537628165,-0.003590410023158741
13584,Nebraska,2024-03-01,Professional and Business Services,1191.29,2.7,312.332,381.417850236287,-0.0027290611527353015
13593,Nebraska,2024-04-01,Professional and Business Services,1216.51,2.4,313.548,387.9820633523416,-0.013309866009149074
13602,Nebraska,2024-05-01,Professional and Business Services,1212.29,2.6,314.069,385.9947973216076,-0.010084596289521963
13611,Nebraska,2024-06-01,Professional and Business Services,1222.01,3.1,314.175,388.9583830667621,0.012611970599690103
13620,Nebraska,2024-07-01,Professional and Business Services,1187.12,3.1,314.54,377.4146372480447,-0.029964291259121367
13629,Nebraska,2024-08-01,Professional and Business Services,1218.01,2.8,314.796,386.9204183026468,0.011199481951316814
13638,Nebraska,2024-09-01,Professional and Business Services,1243.08,2.6,315.301,394.2518418907647,0.02984110151939423
13647,Nebraska,2024-10-01,Professional and Business Services,1229.62,2.7,315.664,389.5344416848294,-0.005893719025636623
13656,Nebraska,2024-11-01,Professional and Business Services,1233.63,2.7,315.493,391.0165994174198,0.02528236966115638
13665,Nebraska,2024-12-01,Professional and Business Services,1238.68,2.6,315.605,392.4779391961471,0.03663037383568635
13674,Nebraska,2025-01-01,Professional and Business Services,1254.18,3.2,317.671,394.8046878688958,0.07560762251076314
13683,Nebraska,2025-02-01,Professional and Business Services,1285.46,3.4,319.082,402.8619602484628,0.07470048741336521
13692,Nebraska,2025-03-01,Professional and Business Services,1302.49,2.9,319.799,407.283950231239,0.0933441899117764
13701,Nebraska,2025-04-01,Professional and Business Services,1295.55,2.9,320.795,403.8560451378606,0.06497274991574264
13710,Nebraska,2025-05-01,Professional and Business Services,1284.57,2.9,321.465,399.5987121459568,0.059622697539367664
13719,Nebraska,2025-06-01,Professional and Business Services,1326.31,3.3,322.561,411.1811409314828,0.0853511837055343
13728,Nebraska,2025-07-01,Professional and Business Services,1290.78,3.2,323.048,399.56291325128154,0.08732057416267947
13737,Nebraska,2025-08-01,Professional and Business Services,1305.81,2.8,323.976,403.0576338988073,0.0720847940493099
13746,Nebraska,2025-09-01,Professional and Business Services,1307.54,2.8,324.8,402.56773399014776,0.05185506966566922
